text,disaster_type,location_patterns,action_patterns,dep_patterns,has_location,has_action
Things are shitty for me right now. I also have to evacuate from Dorian like a gypsy. Hope my daughter and I will be safe from everything that could get us killed. Going to teach her on this trip how to use a knife in case we have to deal with dangerous criminals while being on,displaced_people_and_evacuations,PREP+PROPN,URGENCY_ADVERB|ACTION_VERB,ROOT_VERB:have|PREP(from)+POBJ(Dorian)|PREP(like)+POBJ(gypsy)|ROOT_VERB:Hope|ROOT_VERB:Going,True,True
Thoughts and Prayers bitches. Maybe not the ones youd appreciate,sympathy_and_support,,,,False,False
Todays sore shoulders bright too you by #HurricaneIrma in #PinellasIrma. Grateful for Deep Relief by Young Living.,other_relevant_information,,,,False,False
"Sending prayers to Haiti, Jamaica, Cuba and anyone affected by this hurricane. Its been a while since I experienced a hurricane.",sympathy_and_support,,,ROOT_VERB:Sending|NER_LOC:Haiti|NER_LOC:Jamaica|NER_LOC:Cuba,False,False
"Heartbreaking news from California The remains of 13 additional victims in the Northern California wildfire were recovered today raising the death toll to 42 people. The inferno destroyed more than 7,000 homes and buildings since Thursday.",injured_or_dead_people,PREP+PROPN,,PREP(from)+POBJ(California)|NER_LOC:California|PREP(of)+POBJ(victims)|PREP(in)+POBJ(wildfire)|NER_LOC:the,True,False
"#TheGuardian | Wildfires in #Greece, protests in #Gaza and heatwave #London",other_relevant_information,,,NER_LOC:Greece|PREP(in)+POBJ(Gaza)|NER_LOC:Gaza|NER_LOC:London,False,False
RT @KerrinJeromin: South Carolina coastline also now included for evacuations,displaced_people_and_evacuations,,URGENCY_ADVERB,NER_LOC:South|NER_LOC:Carolina|ROOT_VERB:included|PREP(for)+POBJ(evacuations),False,True
"My heart goes out to the people of Kerala battling #KeralaFloods In this hour of crisis, to stand beside the flood-affected people of Kerala#standwithkerala #KeralaDonation Challenge#DoforKerala to reach out to people #kerala #flood #KeralaFloodRelief",sympathy_and_support,PREP+PROPN,,ROOT_VERB:goes|PREP(to)+POBJ(people)|PREP(of)+POBJ(Kerala)|NER_LOC:Kerala|PREP(In)+POBJ(hour),True,False
"CA Camp fire survivor’s story. Generators, Coors and canned food. How these ‘mountain boys’ are surviving in Paradise  #CaliforniaWildfires",other_relevant_information,PREP+PROPN,,ROOT_VERB:surviving|PREP(in)+POBJ(CaliforniaWildfires)|NER_LOC:Paradise,True,False
"God bless this woman. She brought food, water, even dog food to help the hundreds of people just rescued from their homes. @NBCDFW #Harvey",rescue_volunteering_or_donation_effort,PREP+PROPN,ACTION_VERB,ROOT_VERB:bless|ROOT_VERB:brought|PREP(of)+POBJ(people)|PREP(from)+POBJ(homes),True,True
Donations to @redcrosscanada for #FortMacFire are at C$44m; Govt will match $ for $. Canadians helping each other!,rescue_volunteering_or_donation_effort,,,PREP(to)+POBJ(@redcrosscanada)|PREP(for)+POBJ(#)|ROOT_VERB:match|PREP(for)+POBJ($),False,False
"RT @javanng: @OneWTC shines green, white &amp; red to honor the victims of #ItalyEarthquake #NewYork @EverythingNYC @NYC #abc7ny",sympathy_and_support,,,ROOT_VERB:shines|PREP(of)+POBJ(NewYork),False,False
Why does it feel like the displaced Texan dogs and cats are getting more media coverage than the displaced humans? #Harvey,displaced_people_and_evacuations,,,ROOT_VERB:feel|PREP(than)+POBJ(humans),False,False
RT @Reuters: Drone captures quake destruction:  #ItalyEarthquake,infrastructure_and_utility_damage,,,ROOT_VERB:captures,False,False
RT @DeptofDefense: Videos: #DoD assets help #Caribbean region ravaged by #HurricaneMaria,other_relevant_information,,ACTION_VERB,NER_LOC:Caribbean,False,True
2 confirmed dead as crews brace for return of Santa Ana winds in Ventura County fires,injured_or_dead_people,PREP+PROPN,,ROOT_VERB:confirmed|PREP(as)+POBJ(brace)|PREP(for)+POBJ(return)|PREP(of)+POBJ(winds)|NER_LOC:Santa,True,False
RT @MetalHammer: Fred Durst and Neil Young lose their homes as wildfires rage across California,infrastructure_and_utility_damage,,,PREP(as)+POBJ(rage)|PREP(across)+POBJ(California)|NER_LOC:California,False,False
"#HurricaneFlorence is very large and incredibly dangerous. ✅Follow local evacuation orders! ✅Prepare for life-threatening, catastrophic flooding over portions of the Carolinas and Mid-Atlantic states late this week into early next week.",caution_and_advice,,,ROOT_VERB:Follow|ROOT_VERB:Prepare|PREP(for)+POBJ(flooding)|PREP(over)+POBJ(portions)|PREP(of)+POBJ(Carolinas),False,False
Trump’s $17 million chateau one of few homes left unscathed by Hurricane Irma. Estimates say that nearly 95% of the town of St. Martin,other_relevant_information,LOC_NOUN|PROPN+LOC_NOUN,,ROOT_VERB:say|PREP(of)+POBJ(town)|PREP(of)+POBJ(Martin)|NER_LOC:St.|NER_LOC:Martin,True,False
"How did pioneer women in Florida cope w/o out air conditioning, running water, etc? Wearing long heavy skirts. How is it possible :( #Irma",not_humanitarian,PREP+PROPN,,PREP(in)+POBJ(Florida)|NER_LOC:Florida|ROOT_VERB:cope|PREP(w/o)+POBJ(conditioning)|ROOT_VERB:Wearing,True,False
#PuertoRico was in dire economic straits before #HurricaneMaria hit &amp; now ongoing US-imposed restrictions are making recovery impossible,other_relevant_information,PREP+PROPN,URGENCY_ADVERB,NER_LOC:US|ROOT_VERB:making,True,True
U.S. military delivered supplies to people in Puerto Rico by chopper on 09/30/17 . This was needed over a week ago and requested days before. Why not sooner and why not more choppers? #HurricaneMaria cc: @tedlieu,rescue_volunteering_or_donation_effort,PREP+PROPN,,NER_LOC:U.S.|ROOT_VERB:delivered|PREP(to)+POBJ(people)|PREP(in)+POBJ(Rico)|NER_LOC:Puerto,True,False
Sharing my $100 donation to @tsalud to inspire others to give and help those affected by #HurricaneMaria #PuertoRicoRelief,rescue_volunteering_or_donation_effort,,ACTION_VERB,ROOT_VERB:Sharing|PREP(to)+POBJ(@tsalud),False,True
#Houston needs #Canada #softwoodlumber to rebuild from #HurricaneHarvey cc: @NAHBhome #NAFTA #SLA,other_relevant_information,,,ROOT_VERB:needs|NER_LOC:Canada|PREP(from)+POBJ(HurricaneHarvey),False,False
A special account has been opened at the Bank of Greece for the fire victims: IBAN: GR4601000230000002341195169 SWIFT / BIC: BNGRGRAA,rescue_volunteering_or_donation_effort,PREP+PROPN,,ROOT_VERB:opened|PREP(at)+POBJ(Bank)|PREP(for)+POBJ(victims),True,False
Sign up now to #volunteer for our #HurricaneFlorence response &amp; help bring relief in Jesus Name!,rescue_volunteering_or_donation_effort,PREP+PROPN,URGENCY_ADVERB|ACTION_VERB,PREP(for)+POBJ(response)|ROOT_VERB:bring|PREP(in)+POBJ(Name),True,True
[Updated] Two Killed in New Zealand Earthquake  All is well here in Auckland,injured_or_dead_people,PREP+PROPN,,PREP(in)+POBJ(Earthquake)|NER_LOC:New|NER_LOC:Zealand|NER_LOC:Auckland,True,False
"State Fire Marshal, Jonathan Jones, provides update during Governors press conference. #hurricaneirma2017",caution_and_advice,,,ROOT_VERB:provides|PREP(during)+POBJ(conference),False,False
The majority of Hurricane Rita deaths in Houston occurred in the evacuation,injured_or_dead_people,PREP+PROPN,,PREP(of)+POBJ(deaths)|PREP(in)+POBJ(Houston)|NER_LOC:Houston|ROOT_VERB:occurred|PREP(in)+POBJ(evacuation),True,False
"U.S. providing $400,000 in aid to Haiti and Jamaica for Hurricane Matthew -",other_relevant_information,PREP+PROPN,,NER_LOC:U.S.|NER_LOC:Haiti|NER_LOC:Jamaica|PREP(for)+POBJ(Matthew),True,False
The worst wildfires to hit Greece in more than a decade kill at least 74 people and force some residents to flee into the sea. Follow live updates.,injured_or_dead_people,PREP+PROPN,ACTION_VERB,NER_LOC:Greece|PREP(in)+POBJ(decade)|ROOT_VERB:kill|PREP(into)+POBJ(sea)|ROOT_VERB:Follow,True,True
"A thread listing resources and tips for those affected by wildfires in California, which, to date, have killed 79 (76 in Paradise) and counting.",injured_or_dead_people,PREP+PROPN,,PREP(for)+POBJ(those)|PREP(in)+POBJ(California)|NER_LOC:California|PREP(to)+POBJ(date)|NER_LOC:Paradise,True,False
The Prime Osborn is opening its door to people needing relief from the aftermath of #HurricaneIrma:,displaced_people_and_evacuations,PREP+PROPN,,ROOT_VERB:opening|PREP(to)+POBJ(people)|PREP(from)+POBJ(aftermath)|PREP(of)+POBJ(HurricaneIrma),True,False
RT @Rukario71: My thoughts and prayers go out to everyone in the path of Hurricane Dorian. Please be safe.,sympathy_and_support,PREP+PROPN,,PREP(to)+POBJ(everyone)|PREP(of)+POBJ(Dorian),True,False
@realDonaldTrump YOU NEED TO GO TO HAITI NOW AND BRING FOOD AND SUPPLIES FOR HURRICANE RELIEF!,requests_or_urgent_needs,,URGENCY_ADVERB|ACTION_VERB,ROOT_VERB:NEED|NER_LOC:GO|PREP(TO)+POBJ(HAITI)|PREP(FOR)+POBJ(RELIEF),False,True
"California fires, a WARNING. This video is EIGHT MONTHS OLD!",caution_and_advice,,,NER_LOC:California,False,False
Current projected track of #Dorian overlays #Matthew’s exactly reports @WJXT_Rebecca. Matthew hugged the coast and caused much damage at the beaches. Projections could still change.,infrastructure_and_utility_damage,PREP+PROPN|PROPN+LOC_NOUN|LOC_NOUN,,PREP(of)+POBJ(overlays)|ROOT_VERB:hugged|PREP(at)+POBJ(beaches)|ROOT_VERB:change,True,False
"Donations towards #CycloneIdai relief efforts continue pouring in. This morning young boys and girls from Rock of Ages, Cross kopje and Eastview schools in Mutare dropped off their old clothes, blankets and some groceries at @ManicaPostZim building.",rescue_volunteering_or_donation_effort,PREP+PROPN,,PREP(towards)+POBJ(efforts)|ROOT_VERB:continue|PREP(from)+POBJ(Rock)|NER_LOC:Mutare|ROOT_VERB:dropped,True,False
"i’m at $56/125! :) thank u to everyone who has helped me so far, i really appreciate it! please consider donating to my emergency fund; my town is directly in the path of hurricane dorian! if you can’t donate, please RT Ὁ6",rescue_volunteering_or_donation_effort,PREP+PROPN|PROPN+LOC_NOUN|LOC_NOUN,DISTRESS_SIGNAL|ACTION_VERB,ROOT_VERB:’m|PREP(at)+POBJ(56/125)|PREP(to)+POBJ(everyone)|ROOT_VERB:appreciate|PREP(to)+POBJ(fund),True,True
#backstage fun at Trenton #bluesfest yesterday ☮️ What a great #festival raising money for Children With Special Needs ❤️ @ Trenton Elks 105,requests_or_urgent_needs,PREP+PROPN,,PREP(at)+POBJ(Trenton)|NER_LOC:Trenton|PREP(for)+POBJ(Children)|PREP(With)+POBJ(Needs),True,False
"Irma Now a Tropical Storm; Wind, Flooding and Tornado Threats Spreading Into the Southeast @weatherchannel",caution_and_advice,,URGENCY_ADVERB,ROOT_VERB:Irma|PREP(Into)+POBJ(@weatherchannel),False,True
"Over 10 days since #disasters struck #lka, the death toll due to adverse #weather increased to 213; 79 missing #flood #FloodSL",injured_or_dead_people,,VICTIM_STATE,PREP(due)+POBJ(weather)|ROOT_VERB:increased|PREP(to)+POBJ(213),False,True
"LATEST from @CAL_FIRE briefing: - Death toll up to 29, matches deadliest wildfire in modern California history - 228 people missing persons remain unaccounted for - Dry and windy conditions expected to continue. Red Flag Warning in place until Monday AM.",injured_or_dead_people,PREP+PROPN,VICTIM_STATE,PREP(from)+POBJ(briefing)|PREP(in)+POBJ(history)|NER_LOC:California,True,True
#HurricanePrep for #HurricaneFlorence #ProTip 5 - Know all of those water bottles you get at events. Fill them with drinking water. Know all of those small battery packs you get from events. Charge them.,caution_and_advice,PREP+PROPN,,PREP(at)+POBJ(events)|ROOT_VERB:Fill|PREP(with)+POBJ(water)|ROOT_VERB:Know|PREP(from)+POBJ(events),True,False
Prayers for all of #HurricaneFlorence victims. The endangered #NC Corolla wild horses hopefully can ride it out but are staying on the islandGo to @WildHorseFund to see updates &amp; how to help.,sympathy_and_support,,ACTION_VERB,PREP(for)+POBJ(all)|ROOT_VERB:ride|PREP(on)+POBJ(islandGo),False,True
RT @Panhinda: A new website collecting information on #relief requirements and providers. #lka #srilanka #SLFloods2017 #FloodSL,rescue_volunteering_or_donation_effort,,,PREP(on)+POBJ(requirements),False,False
"RT @LordHDL: Reminder that millions of people, my parents included, need aid!",requests_or_urgent_needs,,ACTION_VERB,PREP(of)+POBJ(people)|ROOT_VERB:need,False,True
"First responders rescue mother, four-month-old baby from #Irma-flooded Miami home",rescue_volunteering_or_donation_effort,,ACTION_VERB,ROOT_VERB:responders|PREP(from)+POBJ(home)|NER_LOC:Miami,False,True
"Seeing the damage if hurricane Harvey in person is some heavy shit, and apparently what Ive seen isnt even the worst of it",infrastructure_and_utility_damage,PREP+PROPN,,ROOT_VERB:Seeing,True,False
"After Irma hits Barbuda, the Prime Minister says that 90% of the country has been leveled. Just devastating. Prayers to the people. 🙏",sympathy_and_support,,,ROOT_VERB:says|PREP(of)+POBJ(country)|PREP(to)+POBJ(people),False,False
Fire victims relatives sue Greek officials for negligent manslaughter  #Greece #news,not_humanitarian,,,ROOT_VERB:sue|PREP(for)+POBJ(#),False,False
Facts of the damage from the exceptional storm &amp; all the info on what our government has done &amp; is doing is available IF U WANT THE TRUTH!,infrastructure_and_utility_damage,PREP+PROPN,,PREP(of)+POBJ(damage)|PREP(from)+POBJ(storm),True,False
"Beira being a city of 0.5 million people and setup bellow the sea level, waterborne disease will always be a problem after any floods. The problem now is compounded with destruction of infraestructures",infrastructure_and_utility_damage,LOC_NOUN,URGENCY_ADVERB,NER_LOC:Beira|PREP(of)+POBJ(people)|ROOT_VERB:compounded|PREP(with)+POBJ(destruction)|PREP(of)+POBJ(infraestructures),True,True
RT @jilevin: Death toll rises to 76 in California fire as Trump visits,injured_or_dead_people,PREP+PROPN,,ROOT_VERB:rises|PREP(to)+POBJ(76)|NER_LOC:California|PREP(as)+POBJ(visits),True,False
"Please donate, $1,000 or $1.00 - everything helps to feed those in need in #SouthFlorida  #IrmaRecovery",rescue_volunteering_or_donation_effort,PREP+PROPN,ACTION_VERB,ROOT_VERB:helps|PREP(in)+POBJ(SouthFlorida),True,True
Im so happy to be raising money for this organization.,rescue_volunteering_or_donation_effort,,,ROOT_VERB:m|PREP(for)+POBJ(organization),False,False
"The deadliest storm to hit the US was a direct hit by a Cat 4 hurricane in 1900 (Galveston Texas). It killed between 8k &amp; 12k people. If you have family in harms way, demand that they leave as ordered! No one should try to ride this out. Get out now!",caution_and_advice,PREP+PROPN,URGENCY_ADVERB,NER_LOC:US|PREP(by)+POBJ(hurricane)|PREP(in)+POBJ(1900)|NER_LOC:Galveston|NER_LOC:Texas,True,True
"Houston may be getting all the attention, but severe flooding in Beaumont/Port Arthur with a #Harvey storm total approaching 35 inches",other_relevant_information,PREP+PROPN|LOC_NOUN,,NER_LOC:Houston|ROOT_VERB:getting|PREP(in)+POBJ(Arthur)|NER_LOC:Beaumont|PREP(with)+POBJ(total),True,False
Tropical Storm Watch issued for coastal areas north of Surf City including portions of the Crystal coast and Outer Banks. #MARIA,other_relevant_information,LOC_NOUN|PROPN+LOC_NOUN,,ROOT_VERB:issued|PREP(for)+POBJ(areas)|NER_LOC:Surf|NER_LOC:City|PREP(including)+POBJ(portions),True,False
#Mozambique #Norway provides humanitarian assistance to #Idai Mozambique through @WFP and deploys personnel from The Norwegian Directorate for Civil Protection @DSB_no . #ConsistentPartner ” #hmrd #CycloneIdai,rescue_volunteering_or_donation_effort,PREP+PROPN,,ROOT_VERB:provides|PREP(to)+POBJ(Mozambique)|PREP(through)+POBJ(@WFP)|PREP(from)+POBJ(Directorate),True,False
"Taking funds that would help potential victims of impending #HurricaneFlorence in order to separate children from their parents is irresponsible, hateful, and cruel. #FamiliesBelongTogether",other_relevant_information,PREP+PROPN,ACTION_VERB,PREP(in)+POBJ(order)|PREP(from)+POBJ(parents),True,True
Our thoughts are with Texas. Visit  or call 1-800-RED-CROSS for information on Hurricane Harvey relief efforts.,rescue_volunteering_or_donation_effort,,ACTION_VERB,NER_LOC:Texas|ROOT_VERB:Visit|PREP(for)+POBJ(information)|PREP(on)+POBJ(efforts),False,True
WaterStep and GE Appliances sending clean water kits to Puerto Rico for HurricaneMaria victims,rescue_volunteering_or_donation_effort,,,ROOT_VERB:sending|PREP(to)+POBJ(Rico)|NER_LOC:Puerto|NER_LOC:Rico|PREP(for)+POBJ(victims),False,False
Write Prophesy for Home Ministry of India instruct all State government to send their State disaster management units to Kerala immediately for rescue operation in catastrophic floods and they will gain valuable experience as well as in post flood rehabilitation initiatives .,rescue_volunteering_or_donation_effort,PREP+PROPN,URGENCY_ADVERB|ACTION_VERB,ROOT_VERB:instruct|NER_LOC:Kerala|PREP(for)+POBJ(operation)|PREP(in)+POBJ(floods)|PREP(in)+POBJ(initiatives),True,True
Hurricane Dorian has strengthened to a Cat 4 hurricane as it approaches the coast Today SC Regional Red Cross officials told me all their volunteers are on stand-by and ready to assist. Here’s what they’re doing to prepare:,rescue_volunteering_or_donation_effort,LOC_NOUN|PROPN+LOC_NOUN,ACTION_VERB,ROOT_VERB:strengthened|PREP(to)+POBJ(hurricane),True,True
